employee_id,age,gender,marital_status,education_level,education_field,department_id,job_role,business_travel,distance_from_home
465,23,Male,Divorced,Below College,Life Sciences,2,Research Scientist,Travel_Rarely,26
466,41,Male,Single,Bachelor,Medical,2,Manufacturing Director,Travel_Rarely,6
467,47,Male,Single,Below College,Medical,1,Sales Representative,Travel_Frequently,4
468,42,Female,Single,Doctor,Life Sciences,2,Research Director,Travel_Rarely,23
469,29,Male,Married,Bachelor,Life Sciences,1,Sales Executive,Non-Travel,2
470,42,Male,Divorced,Below College,Technical Degree,3,Human Resources,Travel_Rarely,2
471,32,Female,Married,Bachelor,Medical,2,Laboratory Technician,Travel_Rarely,2
473,48,Female,Married,Below College,Medical,1,Manager,Travel_Rarely,29
474,37,Male,Divorced,Bachelor,Medical,2,Research Scientist,Travel_Rarely,6
475,30,Female,Married,College,Technical Degree,1,Sales Executive,Non-Travel,25
476,26,Male,Married,Bachelor,Life Sciences,1,Sales Executive,Travel_Rarely,1
477,42,Male,Single,Master,Other,2,Healthcare Representative,Travel_Rarely,2
478,21,Female,Single,Below College,Technical Degree,1,Sales Representative,Travel_Frequently,1
479,36,Female,Single,Doctor,Medical,1,Sales Executive,Non-Travel,1
481,36,Male,Married,Master,Medical,1,Sales Executive,Travel_Frequently,3
482,57,Male,Married,Master,Medical,2,Healthcare Representative,Travel_Rarely,1
483,40,Female,Married,Master,Life Sciences,2,Laboratory Technician,Travel_Rarely,10
484,21,Male,Single,College,Medical,1,Sales Representative,Non-Travel,9
485,33,Female,Single,Bachelor,Marketing,1,Sales Representative,Travel_Rarely,5
486,37,Female,Married,Bachelor,Medical,2,Laboratory Technician,Travel_Rarely,10
487,46,Female,Married,Master,Medical,2,Manufacturing Director,Non-Travel,7
488,41,Male,Single,Bachelor,Marketing,1,Sales Executive,Travel_Frequently,4
491,50,Male,Single,Bachelor,Technical Degree,2,Healthcare Representative,Travel_Rarely,10
492,40,Male,Married,College,Marketing,1,Sales Executive,Travel_Rarely,22
493,31,Male,Single,Master,Life Sciences,2,Research Scientist,Travel_Rarely,9
494,21,Female,Single,Bachelor,Life Sciences,1,Sales Representative,Travel_Rarely,12
495,29,Male,Single,Bachelor,Life Sciences,2,Research Scientist,Travel_Rarely,23
496,35,Male,Single,Master,Life Sciences,2,Healthcare Representative,Travel_Rarely,9
497,27,Male,Divorced,College,Medical,2,Laboratory Technician,Travel_Rarely,1
498,28,Male,Single,Master,Life Sciences,1,Sales Executive,Travel_Rarely,9
499,49,Male,Single,Bachelor,Other,2,Healthcare Representative,Travel_Rarely,7
500,51,Female,Married,College,Life Sciences,1,Sales Executive,Travel_Rarely,14
501,36,Female,Married,Bachelor,Life Sciences,2,Research Scientist,Travel_Rarely,2
502,34,Male,Single,Bachelor,Marketing,1,Sales Executive,Non-Travel,19
505,55,Female,Single,Bachelor,Life Sciences,2,Manager,Travel_Rarely,2
507,24,Female,Divorced,Master,Marketing,1,Sales Executive,Travel_Rarely,10
508,30,Male,Married,Below College,Technical Degree,1,Sales Representative,Travel_Rarely,2
510,26,Male,Single,Below College,Technical Degree,2,Research Scientist,Travel_Frequently,3
511,22,Female,Married,Bachelor,Medical,2,Research Scientist,Travel_Rarely,11
513,36,Male,Married,College,Medical,1,Sales Executive,Travel_Rarely,2
514,30,Male,Single,Bachelor,Technical Degree,2,Research Scientist,Travel_Frequently,4
515,37,Female,Divorced,Bachelor,Life Sciences,2,Laboratory Technician,Travel_Rarely,14
516,40,Female,Divorced,College,Marketing,1,Sales Executive,Travel_Rarely,2
517,42,Female,Divorced,Master,Life Sciences,2,Laboratory Technician,Travel_Rarely,1
518,37,Male,Single,Master,Life Sciences,2,Manufacturing Director,Travel_Rarely,10
520,43,Male,Divorced,Bachelor,Life Sciences,2,Research Director,Travel_Rarely,12
521,40,Female,Married,Bachelor,Medical,2,Laboratory Technician,Travel_Rarely,2
522,54,Male,Married,College,Medical,2,Research Director,Travel_Rarely,5
523,34,Female,Married,Master,Marketing,1,Sales Executive,Non-Travel,4
524,31,Female,Married,College,Medical,2,Manufacturing Director,Travel_Rarely,7
525,43,Male,Married,Bachelor,Medical,2,Laboratory Technician,Travel_Frequently,21
526,43,Female,Divorced,Master,Other,2,Healthcare Representative,Travel_Rarely,8
527,25,Female,Single,College,Life Sciences,1,Sales Executive,Travel_Rarely,4
529,37,Female,Married,Doctor,Medical,2,Research Scientist,Non-Travel,25
530,31,Male,Married,College,Life Sciences,2,Laboratory Technician,Travel_Rarely,1
531,39,Male,Divorced,Below College,Life Sciences,2,Manager,Travel_Frequently,1
532,56,Female,Married,Bachelor,Life Sciences,1,Sales Executive,Travel_Frequently,6
533,30,Female,Single,Bachelor,Technical Degree,1,Sales Executive,Travel_Rarely,12
534,41,Male,Married,Bachelor,Marketing,1,Sales Executive,Travel_Rarely,1
536,28,Male,Divorced,College,Medical,2,Laboratory Technician,Travel_Rarely,17
538,25,Male,Married,Bachelor,Medical,2,Laboratory Technician,Travel_Rarely,3
543,52,Male,Married,Bachelor,Medical,2,Manufacturing Director,Travel_Rarely,3
544,45,Male,Married,College,Life Sciences,2,Research Scientist,Travel_Rarely,10
546,52,Female,Married,College,Life Sciences,2,Manager,Travel_Rarely,4
547,42,Female,Divorced,College,Life Sciences,2,Research Scientist,Travel_Frequently,29
548,30,Female,Single,Bachelor,Life Sciences,2,Manufacturing Director,Travel_Rarely,2
549,60,Female,Married,Bachelor,Life Sciences,2,Manager,Travel_Rarely,7
550,46,Female,Divorced,Bachelor,Medical,2,Manufacturing Director,Travel_Rarely,18
551,42,Female,Married,Master,Technical Degree,2,Healthcare Representative,Travel_Frequently,28
554,24,Female,Single,Below College,Technical Degree,1,Sales Representative,Travel_Rarely,1
555,34,Female,Divorced,College,Marketing,1,Sales Representative,Travel_Frequently,6
556,38,Male,Married,College,Life Sciences,2,Laboratory Technician,Travel_Frequently,2
558,40,Female,Married,Master,Life Sciences,1,Manager,Travel_Rarely,2
560,26,Female,Divorced,Bachelor,Life Sciences,2,Research Scientist,Travel_Rarely,23
562,30,Male,Married,Bachelor,Life Sciences,2,Laboratory Technician,Non-Travel,3
564,29,Male,Married,Master,Medical,2,Research Director,Travel_Rarely,3
565,29,Female,Married,Doctor,Technical Degree,2,Research Scientist,Travel_Rarely,25
566,19,Male,Single,College,Technical Degree,3,Human Resources,Travel_Rarely,2
567,30,Female,Married,Master,Other,1,Sales Executive,Non-Travel,22
568,57,Male,Divorced,Bachelor,Marketing,1,Manager,Travel_Rarely,29
569,50,Male,Married,Master,Life Sciences,2,Manager,Travel_Rarely,29
571,30,Female,Single,Bachelor,Medical,2,Laboratory Technician,Non-Travel,2
573,60,Female,Married,Bachelor,Marketing,1,Sales Executive,Travel_Frequently,28
574,47,Female,Divorced,College,Medical,2,Manufacturing Director,Travel_Rarely,2
575,46,Male,Married,Bachelor,Life Sciences,2,Research Director,Travel_Rarely,2
577,35,Male,Single,Bachelor,Life Sciences,2,Laboratory Technician,Travel_Rarely,22
578,54,Female,Single,Master,Life Sciences,2,Laboratory Technician,Travel_Rarely,8
579,34,Male,Divorced,Master,Life Sciences,2,Research Scientist,Travel_Rarely,2
580,46,Female,Married,Bachelor,Marketing,1,Sales Executive,Travel_Rarely,10
581,31,Male,Divorced,Below College,Life Sciences,2,Manufacturing Director,Travel_Rarely,9
582,33,Male,Married,Below College,Medical,2,Manager,Travel_Rarely,15
584,33,Male,Divorced,Below College,Medical,2,Laboratory Technician,Travel_Rarely,10
585,30,Male,Single,Below College,Marketing,1,Sales Representative,Travel_Rarely,7
586,35,Male,Married,Bachelor,Life Sciences,2,Healthcare Representative,Travel_Rarely,16
587,31,Male,Married,Bachelor,Life Sciences,2,Healthcare Representative,Travel_Frequently,20
590,34,Female,Divorced,Bachelor,Human Resources,3,Human Resources,Travel_Frequently,23
591,42,Male,Married,College,Other,2,Laboratory Technician,Travel_Frequently,5
592,36,Male,Single,Master,Medical,1,Sales Executive,Non-Travel,10
593,22,Male,Single,Below College,Technical Degree,2,Laboratory Technician,Travel_Frequently,4
595,48,Female,Married,Doctor,Marketing,1,Sales Executive,Travel_Rarely,2
597,55,Female,Single,Doctor,Life Sciences,1,Manager,Travel_Rarely,18
599,41,Male,Single,College,Life Sciences,1,Sales Executive,Non-Travel,10
600,35,Male,Married,Bachelor,Marketing,1,Sales Executive,Travel_Rarely,1
601,40,Female,Single,Bachelor,Life Sciences,2,Manufacturing Director,Travel_Rarely,6
602,39,Female,Married,Below College,Life Sciences,2,Laboratory Technician,Travel_Frequently,8
604,31,Male,Single,Below College,Life Sciences,1,Sales Executive,Travel_Rarely,2
605,42,Male,Married,Bachelor,Medical,2,Manufacturing Director,Travel_Rarely,24
606,45,Male,Married,Bachelor,Other,1,Sales Executive,Travel_Rarely,2
608,26,Female,Divorced,Master,Life Sciences,3,Human Resources,Travel_Frequently,17
611,29,Male,Divorced,Bachelor,Technical Degree,2,Manufacturing Director,Travel_Rarely,19
612,33,Female,Divorced,Doctor,Medical,2,Research Director,Travel_Rarely,1
613,31,Male,Divorced,Bachelor,Life Sciences,1,Manager,Travel_Rarely,7
614,18,Male,Single,Bachelor,Marketing,1,Sales Representative,Travel_Frequently,5
615,40,Male,Divorced,Bachelor,Other,1,Sales Executive,Non-Travel,28
616,41,Female,Single,Master,Other,2,Healthcare Representative,Non-Travel,2
618,26,Male,Divorced,College,Medical,1,Sales Executive,Travel_Rarely,29
620,35,Female,Single,Bachelor,Medical,1,Sales Executive,Travel_Rarely,1
621,34,Male,Single,Master,Life Sciences,1,Sales Executive,Travel_Rarely,21
622,26,Male,Single,Bachelor,Technical Degree,2,Laboratory Technician,Travel_Rarely,24
623,37,Female,Single,Bachelor,Technical Degree,2,Manufacturing Director,Travel_Rarely,1
624,46,Female,Married,Below College,Medical,2,Healthcare Representative,Travel_Frequently,18
625,41,Female,Married,Doctor,Life Sciences,1,Manager,Travel_Rarely,2
626,37,Male,Divorced,Master,Medical,1,Sales Executive,Non-Travel,9
630,52,Male,Divorced,College,Technical Degree,2,Research Scientist,Travel_Rarely,6
631,32,Male,Married,Master,Other,1,Sales Executive,Non-Travel,11
632,24,Male,Married,Bachelor,Medical,1,Sales Representative,Travel_Frequently,24
634,38,Female,Married,Bachelor,Medical,2,Healthcare Representative,Travel_Rarely,10
635,37,Female,Married,Master,Life Sciences,2,Manufacturing Director,Travel_Rarely,1
638,49,Male,Divorced,Master,Life Sciences,2,Research Director,Travel_Rarely,18
639,24,Male,Married,Bachelor,Medical,2,Research Scientist,Travel_Rarely,23
641,26,Male,Married,College,Marketing,1,Sales Executive,Travel_Rarely,28
643,24,Male,Married,College,Other,2,Laboratory Technician,Travel_Rarely,17
644,50,Male,Married,Bachelor,Medical,3,Manager,Travel_Frequently,3
645,25,Male,Married,Below College,Medical,1,Sales Representative,Travel_Rarely,13
647,24,Female,Married,Bachelor,Life Sciences,2,Laboratory Technician,Travel_Frequently,7
648,30,Male,Married,Master,Life Sciences,1,Sales Representative,Travel_Frequently,12
649,34,Male,Married,College,Life Sciences,2,Research Scientist,Travel_Rarely,1
650,31,Male,Divorced,Master,Medical,1,Sales Executive,Travel_Rarely,13
652,35,Male,Single,College,Other,2,Laboratory Technician,Travel_Rarely,25
653,31,Male,Divorced,Master,Medical,1,Sales Executive,Travel_Rarely,6
655,27,Female,Divorced,Master,Medical,2,Research Scientist,Travel_Rarely,6
656,37,Male,Married,Bachelor,Marketing,1,Sales Executive,Travel_Rarely,2
657,20,Female,Single,Bachelor,Life Sciences,2,Research Scientist,Travel_Rarely,1
659,42,Female,Married,Master,Life Sciences,2,Healthcare Representative,Travel_Rarely,2
661,43,Male,Divorced,Master,Other,2,Research Director,Travel_Rarely,6
662,38,Female,Single,Below College,Life Sciences,2,Research Scientist,Travel_Rarely,1
663,43,Male,Divorced,Doctor,Medical,2,Laboratory Technician,Travel_Frequently,9
664,48,Female,Married,Master,Life Sciences,2,Manager,Travel_Rarely,1
665,44,Female,Single,Master,Life Sciences,3,Human Resources,Travel_Rarely,1
666,34,Female,Divorced,Bachelor,Technical Degree,1,Sales Representative,Travel_Rarely,14
667,27,Male,Divorced,Below College,Marketing,1,Sales Representative,Travel_Rarely,2
669,21,Male,Single,Below College,Technical Degree,1,Sales Representative,Travel_Rarely,22
671,44,Male,Married,Master,Other,2,Manager,Travel_Rarely,3
675,22,Male,Married,Below College,Medical,2,Research Scientist,Travel_Rarely,6
677,33,Male,Divorced,Master,Marketing,1,Sales Executive,Travel_Rarely,8
679,32,Female,Married,Master,Life Sciences,2,Research Scientist,Travel_Rarely,9
680,30,Female,Divorced,Bachelor,Medical,2,Research Scientist,Travel_Frequently,3
682,53,Female,Single,Below College,Medical,1,Sales Executive,Travel_Rarely,1
683,34,Male,Married,Doctor,Life Sciences,2,Research Scientist,Travel_Rarely,1
684,45,Female,Married,Master,Life Sciences,1,Sales Executive,Travel_Frequently,26
686,26,Female,Married,Bachelor,Life Sciences,2,Laboratory Technician,Travel_Rarely,6
689,37,Male,Married,Bachelor,Other,2,Manufacturing Director,Travel_Rarely,3
690,29,Female,Married,College,Medical,1,Sales Executive,Travel_Rarely,3
691,35,Male,Single,Master,Life Sciences,2,Research Scientist,Travel_Rarely,6
692,33,Male,Divorced,Bachelor,Life Sciences,2,Healthcare Representative,Travel_Frequently,6
698,54,Male,Married,Master,Medical,3,Human Resources,Travel_Rarely,19
699,36,Male,Divorced,College,Medical,2,Manufacturing Director,Travel_Rarely,9
700,27,Male,Single,Master,Medical,2,Research Scientist,Travel_Rarely,3
701,20,Male,Single,Below College,Medical,2,Research Scientist,Travel_Rarely,10
702,33,Male,Single,Bachelor,Life Sciences,2,Research Scientist,Travel_Frequently,3
704,35,Male,Married,Bachelor,Life Sciences,2,Laboratory Technician,Non-Travel,3
705,23,Male,Married,Bachelor,Medical,2,Research Scientist,Travel_Rarely,4
707,25,Male,Married,Bachelor,Life Sciences,1,Sales Executive,Travel_Rarely,8
709,38,Female,Single,Master,Marketing,1,Sales Executive,Travel_Rarely,7
710,29,Male,Divorced,Master,Life Sciences,2,Research Scientist,Travel_Frequently,1
712,48,Male,Married,Below College,Marketing,1,Sales Executive,Travel_Rarely,2
714,27,Female,Divorced,Below College,Medical,1,Sales Executive,Travel_Frequently,3
715,37,Male,Single,College,Life Sciences,2,Research Scientist,Travel_Rarely,10
716,50,Male,Married,Below College,Medical,2,Laboratory Technician,Travel_Rarely,28
717,34,Female,Single,Bachelor,Medical,2,Healthcare Representative,Travel_Rarely,9
720,24,Female,Single,College,Life Sciences,1,Sales Executive,Travel_Rarely,3
721,39,Female,Single,Master,Technical Degree,2,Healthcare Representative,Travel_Rarely,2
722,32,Male,Single,Bachelor,Marketing,1,Sales Executive,Travel_Rarely,10
723,50,Male,Married,College,Technical Degree,1,Sales Executive,Travel_Frequently,8
724,38,Female,Single,Master,Life Sciences,2,Healthcare Representative,Travel_Rarely,1
725,27,Female,Married,College,Life Sciences,2,Manufacturing Director,Travel_Rarely,1
727,32,Female,Single,College,Life Sciences,2,Research Director,Travel_Rarely,3
728,47,Male,Single,Master,Marketing,1,Sales Executive,Travel_Rarely,14
729,40,Male,Married,Master,Life Sciences,1,Sales Executive,Travel_Frequently,5
730,53,Male,Married,Bachelor,Life Sciences,2,Research Director,Travel_Rarely,7
731,41,Male,Divorced,Master,Human Resources,3,Manager,Travel_Rarely,10
732,60,Male,Single,Master,Marketing,1,Sales Executive,Travel_Rarely,16
733,27,Male,Divorced,College,Life Sciences,2,Manufacturing Director,Travel_Frequently,10
734,41,Male,Married,Bachelor,Human Resources,3,Manager,Travel_Rarely,1
738,50,Male,Married,Master,Marketing,1,Sales Representative,Travel_Rarely,8
741,28,Female,Single,College,Life Sciences,2,Research Scientist,Travel_Rarely,1
742,36,Female,Married,Bachelor,Life Sciences,2,Research Director,Non-Travel,8
743,38,Female,Single,Bachelor,Life Sciences,2,Manufacturing Director,Travel_Rarely,1
744,44,Male,Single,Bachelor,Medical,2,Laboratory Technician,Non-Travel,24
746,47,Female,Divorced,Bachelor,Medical,1,Sales Executive,Travel_Frequently,3
747,30,Male,Divorced,Doctor,Marketing,1,Sales Executive,Travel_Rarely,27
749,29,Male,Single,Bachelor,Life Sciences,1,Sales Representative,Travel_Rarely,10
752,42,Male,Divorced,Bachelor,Medical,2,Research Scientist,Travel_Frequently,19
754,43,Male,Married,Bachelor,Life Sciences,1,Sales Executive,Travel_Frequently,15
757,34,Female,Single,College,Medical,2,Healthcare Representative,Travel_Rarely,8
758,23,Male,Married,Below College,Medical,2,Laboratory Technician,Travel_Rarely,9
760,39,Female,Married,Bachelor,Human Resources,3,Human Resources,Travel_Rarely,3
762,56,Male,Married,Bachelor,Medical,2,Healthcare Representative,Travel_Rarely,9
763,40,Female,Single,Below College,Medical,2,Research Scientist,Travel_Rarely,2
764,27,Female,Single,Bachelor,Medical,2,Healthcare Representative,Travel_Rarely,7
766,29,Male,Divorced,Bachelor,Marketing,1,Sales Representative,Travel_Rarely,10
769,53,Male,Single,Bachelor,Life Sciences,2,Laboratory Technician,Travel_Rarely,6
771,35,Female,Divorced,Master,Life Sciences,2,Healthcare Representative,Non-Travel,2
772,32,Male,Married,Master,Life Sciences,2,Laboratory Technician,Travel_Frequently,24
773,38,Male,Married,Doctor,Medical,2,Research Scientist,Travel_Rarely,2
775,34,Female,Divorced,Doctor,Life Sciences,2,Manufacturing Director,Travel_Rarely,8
776,52,Male,Married,Master,Marketing,1,Manager,Travel_Rarely,3
780,33,Male,Single,Master,Other,2,Research Scientist,Travel_Rarely,1
781,25,Female,Single,Below College,Medical,1,Sales Executive,Travel_Rarely,26
783,45,Male,Single,College,Technical Degree,1,Sales Representative,Travel_Rarely,2
784,23,Male,Single,Below College,Medical,2,Research Scientist,Travel_Rarely,10
785,47,Female,Single,College,Life Sciences,1,Sales Executive,Travel_Frequently,27
786,34,Male,Single,Bachelor,Other,1,Sales Executive,Travel_Rarely,2
787,55,Male,Married,Bachelor,Medical,2,Manager,Travel_Rarely,2
789,36,Male,Single,Master,Life Sciences,1,Sales Executive,Non-Travel,8
791,52,Male,Married,Master,Medical,2,Research Scientist,Non-Travel,19
792,26,Female,Divorced,College,Life Sciences,2,Laboratory Technician,Travel_Frequently,1
793,29,Female,Married,Bachelor,Medical,2,Healthcare Representative,Travel_Rarely,27
796,26,Male,Single,Bachelor,Technical Degree,1,Sales Executive,Travel_Rarely,8
797,34,Female,Single,Master,Life Sciences,2,Research Scientist,Travel_Rarely,1
799,54,Female,Divorced,Master,Medical,2,Manufacturing Director,Travel_Rarely,19
800,27,Male,Married,Below College,Marketing,1,Sales Executive,Travel_Frequently,8
802,37,Female,Divorced,Below College,Life Sciences,2,Research Scientist,Travel_Rarely,10
803,38,Female,Single,Master,Life Sciences,2,Manufacturing Director,Travel_Frequently,2
804,34,Female,Single,Master,Medical,2,Research Scientist,Travel_Rarely,2
805,35,Female,Married,Master,Life Sciences,1,Sales Representative,Travel_Rarely,8
806,30,Male,Married,Bachelor,Life Sciences,2,Laboratory Technician,Travel_Rarely,1
807,40,Female,Married,College,Medical,2,Healthcare Representative,Travel_Frequently,2
808,34,Female,Married,College,Life Sciences,1,Sales Executive,Travel_Rarely,8
809,42,Male,Divorced,Bachelor,Life Sciences,2,Manager,Travel_Frequently,8
811,23,Male,Married,Bachelor,Life Sciences,2,Laboratory Technician,Travel_Rarely,6
812,24,Male,Divorced,Bachelor,Life Sciences,2,Laboratory Technician,Non-Travel,9
813,52,Female,Married,Master,Life Sciences,2,Laboratory Technician,Travel_Rarely,11
815,50,Male,Married,Bachelor,Medical,2,Research Director,Travel_Rarely,2
816,29,Female,Married,College,Life Sciences,2,Laboratory Technician,Travel_Rarely,1
817,33,Male,Married,Bachelor,Medical,2,Research Director,Travel_Rarely,7
819,33,Female,Single,Bachelor,Marketing,1,Sales Executive,Travel_Rarely,16
820,47,Female,Married,College,Other,2,Manager,Travel_Rarely,2
823,36,Female,Married,Bachelor,Other,2,Manufacturing Director,Travel_Rarely,1
824,29,Male,Married,College,Life Sciences,2,Research Scientist,Travel_Rarely,23
825,58,Male,Single,Master,Life Sciences,2,Research Director,Travel_Rarely,2
826,35,Female,Single,Master,Life Sciences,2,Research Scientist,Travel_Rarely,1
827,42,Female,Married,College,Life Sciences,2,Manufacturing Director,Travel_Rarely,1
828,28,Male,Single,Master,Medical,2,Research Scientist,Travel_Rarely,2
829,36,Male,Married,Bachelor,Human Resources,3,Human Resources,Travel_Rarely,13
830,32,Female,Married,Bachelor,Life Sciences,2,Manufacturing Director,Travel_Rarely,4
832,40,Male,Single,Master,Medical,2,Laboratory Technician,Travel_Frequently,16
833,30,Female,Single,Bachelor,Medical,2,Manufacturing Director,Travel_Rarely,2
834,45,Female,Single,Bachelor,Life Sciences,2,Research Scientist,Travel_Rarely,2
836,42,Male,Married,Bachelor,Life Sciences,2,Manufacturing Director,Travel_Rarely,29
837,38,Male,Divorced,Bachelor,Life Sciences,2,Healthcare Representative,Travel_Frequently,12
838,34,Female,Single,Master,Life Sciences,2,Research Scientist,Travel_Frequently,16
840,49,Female,Married,Bachelor,Marketing,1,Sales Executive,Travel_Rarely,11
842,55,Male,Single,Below College,Medical,1,Sales Executive,Travel_Rarely,2
843,43,Male,Married,College,Life Sciences,2,Research Director,Travel_Rarely,14
844,27,Male,Divorced,Below College,Technical Degree,2,Research Director,Travel_Rarely,5
845,35,Male,Single,Bachelor,Other,2,Manufacturing Director,Travel_Rarely,7
846,28,Female,Married,Master,Marketing,1,Sales Executive,Travel_Rarely,2
847,34,Male,Married,College,Human Resources,3,Human Resources,Travel_Rarely,3
848,26,Female,Married,College,Medical,2,Research Scientist,Travel_Frequently,5
850,27,Male,Married,Bachelor,Medical,2,Research Scientist,Non-Travel,3
851,51,Female,Married,Master,Marketing,1,Manager,Travel_Rarely,26
852,44,Male,Single,Bachelor,Medical,2,Healthcare Representative,Travel_Rarely,4
854,25,Male,Single,Below College,Medical,2,Research Scientist,Travel_Rarely,2
855,33,Male,Divorced,Bachelor,Medical,1,Sales Executive,Travel_Rarely,1
856,35,Female,Single,Below College,Medical,2,Research Scientist,Travel_Rarely,27
857,36,Male,Married,College,Life Sciences,1,Sales Executive,Travel_Rarely,1
859,32,Male,Divorced,Master,Life Sciences,1,Sales Executive,Travel_Rarely,13
861,30,Male,Divorced,Master,Life Sciences,2,Research Scientist,Travel_Frequently,5
862,53,Female,Married,College,Marketing,1,Sales Executive,Travel_Rarely,7
864,45,Male,Divorced,Bachelor,Marketing,1,Sales Executive,Travel_Rarely,9
865,32,Female,Married,College,Medical,2,Research Scientist,Travel_Rarely,8
867,52,Female,Married,Master,Medical,2,Manufacturing Director,Travel_Frequently,25
868,37,Male,Divorced,Master,Marketing,1,Sales Executive,Travel_Rarely,16
869,28,Male,Divorced,College,Medical,3,Human Resources,Travel_Rarely,8
872,22,Male,Married,College,Life Sciences,2,Manufacturing Director,Travel_Rarely,1
874,44,Male,Married,Master,Life Sciences,2,Laboratory Technician,Travel_Rarely,8
875,42,Male,Single,Below College,Medical,2,Research Scientist,Travel_Frequently,2
878,36,Male,Married,Bachelor,Life Sciences,3,Human Resources,Travel_Rarely,8
879,25,Male,Married,Below College,Other,1,Sales Executive,Travel_Rarely,3
880,35,Female,Married,Bachelor,Life Sciences,2,Manufacturing Director,Travel_Rarely,9
881,35,Female,Divorced,Master,Life Sciences,2,Research Scientist,Travel_Frequently,25
882,32,Male,Divorced,Bachelor,Life Sciences,2,Laboratory Technician,Non-Travel,1
885,25,Male,Married,Below College,Marketing,1,Sales Executive,Travel_Rarely,4
887,49,Female,Married,Bachelor,Technical Degree,2,Research Scientist,Travel_Rarely,1
888,24,Male,Married,Below College,Life Sciences,2,Laboratory Technician,Non-Travel,4
889,32,Male,Married,College,Life Sciences,1,Sales Executive,Travel_Frequently,5
893,38,Male,Married,Bachelor,Marketing,1,Sales Representative,Travel_Rarely,9
894,42,Female,Married,Bachelor,Life Sciences,2,Laboratory Technician,Travel_Rarely,3
895,31,Male,Married,Master,Life Sciences,2,Research Scientist,Travel_Rarely,11
896,29,Female,Divorced,Bachelor,Medical,1,Sales Representative,Travel_Rarely,1
897,53,Male,Married,Bachelor,Marketing,1,Sales Executive,Travel_Rarely,8
899,35,Male,Married,Bachelor,Technical Degree,2,Manufacturing Director,Travel_Rarely,25
900,37,Female,Married,College,Medical,1,Sales Representative,Travel_Frequently,21
901,53,Female,Single,Master,Life Sciences,2,Research Director,Travel_Rarely,23
902,43,Female,Married,Bachelor,Life Sciences,2,Healthcare Representative,Travel_Frequently,1
903,47,Female,Married,College,Marketing,1,Sales Executive,Travel_Rarely,2
904,37,Male,Single,College,Medical,1,Sales Executive,Non-Travel,19
905,50,Male,Divorced,Master,Life Sciences,2,Manager,Non-Travel,2
909,39,Female,Married,Bachelor,Life Sciences,3,Human Resources,Travel_Rarely,2
910,33,Male,Divorced,College,Human Resources,3,Human Resources,Travel_Rarely,3
911,32,Male,Single,Master,Life Sciences,2,Laboratory Technician,Travel_Rarely,25
912,29,Female,Divorced,Below College,Medical,2,Laboratory Technician,Travel_Rarely,7
913,44,Male,Married,College,Life Sciences,2,Research Scientist,Travel_Rarely,9
916,28,Male,Single,Master,Medical,1,Sales Executive,Travel_Rarely,5
918,58,Male,Divorced,Below College,Life Sciences,2,Laboratory Technician,Travel_Frequently,2
920,43,Female,Divorced,Bachelor,Life Sciences,2,Manufacturing Director,Travel_Rarely,8
922,20,Female,Single,Bachelor,Medical,1,Sales Representative,Travel_Rarely,2
923,21,Female,Single,Below College,Other,2,Research Scientist,Travel_Rarely,18
924,36,Male,Married,Below College,Life Sciences,2,Healthcare Representative,Travel_Rarely,14
925,47,Female,Single,Master,Life Sciences,1,Sales Representative,Travel_Rarely,2
926,22,Female,Married,Below College,Life Sciences,2,Manufacturing Director,Travel_Rarely,3
927,41,Female,Divorced,Master,Life Sciences,2,Laboratory Technician,Travel_Rarely,2
930,28,Female,Divorced,Bachelor,Medical,2,Research Scientist,Travel_Rarely,9
932,39,Male,Married,Bachelor,Medical,2,Laboratory Technician,Travel_Rarely,6
933,27,Female,Single,Bachelor,Life Sciences,2,Research Scientist,Travel_Rarely,4
934,34,Male,Divorced,Bachelor,Life Sciences,2,Laboratory Technician,Travel_Rarely,10
936,42,Female,Single,College,Medical,1,Sales Executive,Travel_Rarely,14
939,33,Male,Single,Master,Other,2,Research Scientist,Travel_Rarely,1
940,58,Female,Divorced,Bachelor,Technical Degree,2,Healthcare Representative,Travel_Rarely,5
941,31,Male,Married,Master,Life Sciences,1,Sales Representative,Travel_Rarely,7
942,35,Female,Married,Below College,Life Sciences,2,Healthcare Representative,Travel_Rarely,21
944,49,Female,Married,College,Other,2,Laboratory Technician,Travel_Rarely,8
945,48,Male,Married,Master,Medical,2,Research Scientist,Travel_Rarely,20
947,31,Female,Married,College,Marketing,1,Sales Executive,Non-Travel,20
949,36,Male,Single,Master,Other,2,Research Scientist,Travel_Rarely,7
950,38,Female,Married,Bachelor,Technical Degree,2,Research Director,Travel_Rarely,1
951,32,Female,Married,Bachelor,Life Sciences,2,Laboratory Technician,Non-Travel,1
952,25,Male,Married,College,Marketing,1,Sales Representative,Travel_Rarely,19
954,40,Male,Divorced,Master,Marketing,1,Sales Executive,Travel_Rarely,10
956,26,Male,Single,Bachelor,Medical,1,Sales Executive,Travel_Frequently,1
957,41,Male,Single,Bachelor,Medical,2,Laboratory Technician,Travel_Rarely,6
958,36,Male,Single,Master,Medical,2,Laboratory Technician,Travel_Rarely,2
959,19,Male,Single,Bachelor,Other,1,Sales Representative,Travel_Rarely,21
960,20,Male,Single,Bachelor,Technical Degree,2,Laboratory Technician,Travel_Rarely,4
961,31,Female,Married,Bachelor,Medical,2,Healthcare Representative,Travel_Rarely,12
