employee_id ,attrition,environment_satisfaction,job_involvement,job_level,job_satisfaction,num_companies_worked,over_18,overTime,performance_rating,relationship_satisfaction,standard_hours,total_working_years,training_time_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_currmanager
464,No,3,3,3,2,0,Y,No,3,4,80,17,5,3,16,6,0,13
465,No,3,3,1,4,1,Y,No,3,3,80,4,2,2,4,2,0,2
466,No,4,2,2,2,6,Y,Yes,3,4,80,8,3,3,5,4,1,2
467,No,2,3,2,3,3,Y,No,3,1,80,5,3,3,0,0,0,0
468,No,1,3,4,4,2,Y,No,3,2,80,16,2,3,1,0,0,0
469,No,4,3,2,3,1,Y,No,3,1,80,4,3,2,4,3,0,2
470,No,3,3,1,3,0,Y,Yes,3,3,80,4,5,3,3,2,1,0
471,No,3,3,1,2,1,Y,No,3,3,80,8,4,3,8,0,0,7
473,No,1,3,3,3,3,Y,No,4,2,80,15,3,1,0,0,0,0
474,No,3,4,2,1,4,Y,Yes,3,1,80,13,2,3,7,7,6,7
475,No,4,3,2,3,7,Y,Yes,3,2,80,4,2,4,2,2,2,2
476,No,3,3,2,3,1,Y,No,3,2,80,8,3,3,8,7,7,7
477,No,1,2,2,4,3,Y,No,4,2,80,14,6,3,1,0,0,0
478,Yes,1,2,1,2,1,Y,Yes,3,3,80,3,3,3,3,2,1,2
479,No,4,3,2,4,4,Y,No,3,2,80,7,6,3,1,0,0,0
481,No,1,2,3,4,4,Y,No,3,1,80,16,2,3,13,9,1,12
482,No,4,3,2,3,2,Y,No,3,3,80,15,2,3,3,2,1,2
483,No,4,4,1,3,3,Y,Yes,3,3,80,10,3,3,7,7,1,7
484,No,1,3,1,4,1,Y,No,4,3,80,3,3,2,3,2,2,2
485,Yes,4,3,1,3,1,Y,Yes,3,2,80,1,2,3,1,0,0,0
486,No,3,3,1,1,6,Y,No,4,2,80,17,3,3,5,4,0,3
487,No,3,3,2,3,2,Y,No,3,3,80,7,2,4,1,0,0,0
488,Yes,1,3,2,2,1,Y,No,3,3,80,8,5,3,8,7,7,7
491,No,4,2,3,4,6,Y,No,3,4,80,20,2,3,4,3,1,3
492,Yes,3,2,2,3,2,Y,Yes,3,1,80,8,6,3,6,4,1,0
493,No,3,2,1,2,0,Y,Yes,3,4,80,3,5,3,2,2,2,2
494,Yes,3,4,1,2,1,Y,No,3,4,80,1,0,3,1,0,0,0
495,No,4,3,1,4,9,Y,No,3,4,80,6,4,3,3,2,1,2
496,No,3,2,2,2,9,Y,No,3,3,80,10,5,3,1,1,0,0
497,No,4,3,1,2,1,Y,No,3,2,80,5,2,3,5,2,0,4
498,No,2,3,2,4,1,Y,No,3,4,80,7,1,3,7,5,0,7
499,No,2,2,3,3,8,Y,No,4,3,80,26,2,3,5,2,0,0
500,No,3,3,2,4,4,Y,No,3,3,80,18,2,2,7,7,0,7
501,No,4,3,1,3,4,Y,No,3,2,80,6,3,3,2,2,2,2
502,Yes,1,4,2,4,8,Y,Yes,3,2,80,9,3,2,5,2,0,4
505,No,3,3,4,4,2,Y,Yes,3,3,80,30,2,3,5,4,1,2
507,No,4,3,2,3,1,Y,Yes,3,4,80,5,2,4,5,2,0,3
508,No,3,3,1,2,1,Y,No,3,1,80,1,3,3,1,0,0,0
510,Yes,3,3,1,1,0,Y,No,4,3,80,7,2,3,6,4,0,4
511,No,1,3,1,2,1,Y,No,3,4,80,2,1,3,2,1,1,2
513,No,2,2,3,3,1,Y,No,3,2,80,10,2,3,10,9,9,0
514,Yes,3,3,1,4,9,Y,Yes,4,3,80,3,4,3,1,0,0,0
515,No,4,3,1,1,1,Y,No,3,3,80,18,2,2,18,7,12,17
516,No,4,3,2,2,7,Y,No,3,3,80,8,5,3,5,4,1,3
517,No,2,3,1,1,3,Y,No,3,2,80,8,5,3,5,2,1,2
518,No,3,3,2,2,2,Y,Yes,3,4,80,18,2,2,1,0,0,1
520,No,1,2,4,2,1,Y,No,3,3,80,25,3,3,25,10,3,9
521,No,2,2,2,3,6,Y,No,4,2,80,20,3,3,1,0,0,0
522,No,1,3,5,1,4,Y,No,3,3,80,24,4,2,4,2,1,2
523,No,3,3,2,3,9,Y,No,3,1,80,6,3,3,3,2,1,2
524,No,2,3,2,1,1,Y,No,3,2,80,13,5,1,13,10,3,12
525,No,4,3,1,4,7,Y,No,4,1,80,8,1,3,3,2,1,2
526,No,3,3,2,3,4,Y,Yes,3,4,80,8,3,3,5,2,0,2
527,No,2,2,2,4,1,Y,Yes,3,2,80,5,3,3,5,4,1,3
529,No,2,3,2,3,3,Y,Yes,3,1,80,15,2,3,13,11,10,7
530,No,4,2,1,1,1,Y,No,3,3,80,4,3,3,4,2,3,2
531,No,2,3,5,3,1,Y,Yes,3,3,80,21,3,3,21,8,1,6
532,No,3,4,4,1,9,Y,No,3,4,80,36,0,2,7,7,7,7
533,No,2,3,2,3,0,Y,No,3,2,80,6,6,3,5,4,4,4
534,No,2,4,3,1,1,Y,No,3,3,80,10,2,3,10,7,0,7
536,No,3,3,2,1,1,Y,No,3,4,80,10,2,3,10,0,1,8
538,Yes,1,3,1,1,5,Y,No,3,3,80,6,5,3,2,2,0,2
543,No,4,2,3,3,2,Y,Yes,3,3,80,28,4,3,5,4,0,4
544,No,1,3,1,4,3,Y,No,4,4,80,8,3,2,2,2,0,2
546,No,4,3,4,4,2,Y,No,3,4,80,31,2,1,5,2,1,4
547,No,1,3,2,3,2,Y,No,3,2,80,19,3,3,5,4,0,2
548,No,3,1,2,4,2,Y,No,4,3,80,11,2,3,5,4,0,2
549,No,1,3,5,1,5,Y,No,3,4,80,33,5,1,29,8,11,10
550,No,3,3,2,3,2,Y,No,3,3,80,19,5,2,10,7,0,8
551,No,4,2,2,4,0,Y,No,3,4,80,7,4,4,6,5,0,4
554,Yes,1,3,1,2,1,Y,Yes,3,2,80,6,4,3,5,3,1,4
555,Yes,4,1,1,3,0,Y,No,3,4,80,3,3,2,2,2,1,0
556,No,4,3,1,4,1,Y,Yes,4,3,80,1,3,3,1,0,0,0
558,No,3,3,5,3,0,Y,No,3,4,80,21,2,3,20,15,1,12
560,No,1,3,1,4,1,Y,No,4,2,80,3,3,1,3,2,0,2
562,No,3,3,1,4,4,Y,No,3,3,80,9,3,1,5,3,1,4
564,No,2,2,3,3,1,Y,No,3,3,80,10,2,3,10,2,0,7
565,Yes,3,2,1,2,5,Y,No,3,2,80,6,2,4,2,2,1,1
566,Yes,1,2,1,4,1,Y,No,3,3,80,1,3,4,1,0,0,0
567,No,3,3,3,1,0,Y,No,3,3,80,10,3,3,9,8,7,8
568,No,1,2,4,4,3,Y,No,3,3,80,32,3,2,1,0,0,0
569,No,2,2,4,3,0,Y,No,3,2,80,28,2,3,27,10,15,7
571,No,3,3,1,4,0,Y,No,3,3,80,12,2,2,11,7,6,7
573,No,3,2,3,1,4,Y,No,3,4,80,22,5,4,18,13,13,11
574,No,1,3,2,4,5,Y,No,3,3,80,20,2,3,5,0,0,4
575,No,1,3,4,3,6,Y,No,3,3,80,26,2,1,3,2,0,1
577,No,4,1,1,3,0,Y,No,3,3,80,6,2,3,5,4,4,3
578,No,3,3,2,3,7,Y,No,3,3,80,19,3,3,1,0,0,0
579,No,4,2,1,3,3,Y,No,3,3,80,14,3,3,7,3,5,7
580,No,3,2,3,4,2,Y,Yes,3,3,80,15,3,3,3,2,1,2
581,No,3,3,3,2,1,Y,No,4,4,80,13,6,4,13,8,0,8
582,Yes,2,3,3,3,7,Y,Yes,3,4,80,15,2,4,7,6,7,7
584,Yes,1,1,1,4,7,Y,No,3,1,80,8,2,3,4,3,1,3
585,No,4,3,1,2,0,Y,No,3,1,80,4,3,3,3,2,1,2
586,No,4,3,3,3,4,Y,Yes,3,3,80,10,2,3,8,7,0,0
587,Yes,1,3,3,3,3,Y,No,3,1,80,12,2,3,1,0,0,0
590,Yes,2,3,3,1,9,Y,Yes,3,3,80,11,2,3,3,2,0,2
591,No,2,3,1,3,4,Y,No,3,4,80,8,4,3,2,2,2,0
592,No,2,3,3,4,1,Y,No,3,4,80,10,3,2,10,3,9,7
593,Yes,3,2,1,3,5,Y,No,3,3,80,4,3,3,2,2,1,2
595,No,2,3,2,4,2,Y,No,3,1,80,14,2,3,9,7,6,7
597,No,1,3,4,2,3,Y,No,4,4,80,37,2,3,10,9,7,7
599,No,4,3,2,4,7,Y,No,3,4,80,16,3,3,14,3,1,10
600,No,2,3,2,3,9,Y,No,3,3,80,15,2,3,11,9,6,9
601,No,2,3,4,3,7,Y,No,3,3,80,22,3,3,20,6,5,13
602,No,3,3,1,3,1,Y,No,3,1,80,8,3,3,8,3,0,7
604,No,2,3,2,4,4,Y,Yes,3,3,80,10,2,4,6,5,0,5
605,No,4,3,3,1,1,Y,Yes,4,4,80,10,5,2,10,9,5,8
606,No,4,3,2,2,0,Y,No,3,2,80,9,3,4,8,7,3,7
608,Yes,2,3,1,3,0,Y,Yes,3,2,80,8,2,2,7,7,1,0
611,No,4,3,2,4,4,Y,No,3,2,80,8,2,4,3,2,1,2
612,No,1,4,4,3,4,Y,No,3,3,80,10,2,3,6,1,0,5
613,No,3,2,3,4,9,Y,No,4,3,80,10,3,2,5,4,0,1
614,Yes,2,3,1,2,1,Y,Yes,3,4,80,0,3,3,0,0,0,0
615,No,3,1,3,1,3,Y,No,3,3,80,20,2,3,1,0,0,1
616,No,1,2,2,3,2,Y,Yes,3,1,80,10,3,3,8,7,0,7
618,No,1,3,2,3,5,Y,No,3,1,80,8,5,3,0,0,0,0
620,No,1,3,2,3,1,Y,No,3,4,80,5,3,3,5,4,0,3
621,No,4,4,2,4,1,Y,No,3,4,80,10,3,3,10,7,5,7
622,Yes,3,1,1,4,1,Y,Yes,3,2,80,1,3,1,1,0,0,0
623,No,2,3,3,4,4,Y,No,3,4,80,12,3,4,6,5,1,2
624,No,1,3,3,3,5,Y,No,3,4,80,28,3,2,2,2,1,2
625,No,2,3,4,1,7,Y,No,3,2,80,22,2,3,18,16,11,8
626,No,1,3,3,2,1,Y,No,3,4,80,9,6,3,9,5,7,7
630,No,4,3,2,1,3,Y,Yes,3,2,80,18,3,3,10,9,6,9
631,Yes,4,4,2,3,8,Y,No,3,4,80,6,2,3,4,2,1,2
632,No,4,3,1,4,0,Y,No,3,3,80,3,3,3,2,2,2,1
634,No,3,3,2,3,3,Y,No,3,3,80,18,4,3,1,0,0,0
635,No,2,3,2,2,6,Y,No,3,2,80,8,2,2,6,5,4,3
638,No,4,2,5,3,1,Y,Yes,3,3,80,31,5,3,31,9,0,9
639,No,2,4,1,4,1,Y,Yes,3,2,80,6,3,3,6,5,1,4
641,No,1,3,2,2,1,Y,No,4,4,80,6,5,4,5,3,1,4
643,No,4,2,1,2,1,Y,No,4,4,80,1,2,3,1,0,0,0
644,No,1,3,5,2,1,Y,No,3,3,80,32,2,3,32,5,10,7
645,No,2,3,1,3,1,Y,No,3,3,80,7,1,3,7,4,0,6
647,Yes,1,3,1,3,1,Y,Yes,3,4,80,6,4,3,6,3,1,2
648,Yes,2,2,1,1,1,Y,No,3,3,80,1,2,4,1,0,0,0
649,No,2,2,1,4,1,Y,Yes,3,4,80,6,3,3,6,5,1,3
650,Yes,2,3,2,1,2,Y,No,3,3,80,9,2,1,3,1,1,2
652,No,1,2,2,4,4,Y,No,3,4,80,9,3,3,3,2,0,2
653,No,1,4,2,4,4,Y,No,4,4,80,13,4,4,7,7,5,7
655,No,1,2,1,3,0,Y,No,3,3,80,6,5,2,5,3,0,3
656,No,4,3,2,3,4,Y,Yes,3,3,80,17,3,2,3,0,1,0
657,No,4,2,1,2,1,Y,No,3,4,80,1,0,4,1,0,0,0
659,No,3,3,2,4,1,Y,No,3,2,80,10,4,3,10,2,2,2
661,No,2,2,4,4,4,Y,Yes,3,3,80,21,3,2,1,0,0,0
662,No,3,3,1,1,3,Y,No,3,4,80,8,3,2,0,0,0,0
663,No,4,3,2,3,3,Y,Yes,3,2,80,10,3,3,8,7,4,7
664,No,4,2,4,1,7,Y,No,3,1,80,21,3,1,3,2,0,2
665,No,1,2,2,3,4,Y,No,3,2,80,10,1,4,2,2,0,2
666,No,3,3,1,3,1,Y,Yes,3,4,80,8,3,3,8,2,0,6
667,Yes,3,3,1,1,0,Y,No,3,2,80,5,3,3,4,3,0,2
669,No,3,3,1,3,1,Y,No,3,3,80,3,2,3,3,2,1,2
671,No,4,3,5,4,4,Y,Yes,3,1,80,26,2,4,2,2,0,1
675,No,1,3,1,3,0,Y,No,4,4,80,3,3,3,2,2,2,2
677,No,3,3,2,3,0,Y,No,3,4,80,6,3,3,5,0,1,2
679,No,1,3,2,4,1,Y,Yes,3,4,80,6,2,2,6,4,0,5
680,No,3,3,1,3,1,Y,No,4,3,80,1,2,3,1,0,0,0
682,No,4,3,2,1,7,Y,No,4,4,80,18,2,4,14,7,8,10
683,No,2,3,1,4,1,Y,No,3,4,80,10,4,2,10,9,8,8
684,Yes,1,3,2,1,2,Y,No,3,4,80,5,4,3,1,1,0,0
686,No,3,3,1,4,1,Y,Yes,3,3,80,3,2,3,3,2,0,2
689,No,3,3,3,3,1,Y,No,3,3,80,10,2,3,10,7,7,8
690,No,2,3,2,3,1,Y,No,3,1,80,6,5,2,6,0,1,2
691,No,2,1,2,4,1,Y,No,3,2,80,17,3,3,17,11,11,8
692,No,3,3,2,4,3,Y,No,4,3,80,15,2,1,13,11,4,7
698,No,3,3,3,2,2,Y,No,3,3,80,16,1,4,9,7,7,1
699,No,2,2,2,2,2,Y,Yes,3,3,80,13,2,3,3,2,0,2
700,No,1,2,1,4,0,Y,No,3,4,80,5,0,3,4,2,1,1
701,Yes,4,3,1,3,1,Y,Yes,3,4,80,1,5,3,1,0,1,1
702,Yes,1,3,1,1,1,Y,Yes,3,1,80,10,3,3,10,8,9,7
704,No,3,2,1,3,1,Y,No,3,3,80,1,3,3,1,0,0,0
705,No,1,4,1,1,2,Y,No,3,1,80,5,3,4,3,2,0,2
707,No,4,4,2,2,0,Y,No,4,3,80,4,4,3,3,2,1,2
709,No,4,2,2,4,0,Y,No,4,1,80,8,2,3,7,7,0,5
710,No,2,1,1,4,1,Y,No,3,4,80,10,5,3,10,7,2,8
712,No,2,4,2,2,3,Y,No,3,4,80,12,3,3,2,2,2,2
714,No,4,4,2,4,1,Y,Yes,4,2,80,6,3,3,6,5,0,4
715,No,4,4,1,4,3,Y,No,3,1,80,4,2,3,1,0,0,0
716,No,4,4,1,3,1,Y,Yes,3,3,80,20,3,3,20,8,3,8
717,No,4,2,3,2,1,Y,No,3,2,80,9,3,4,8,7,7,7
720,Yes,1,3,2,3,9,Y,No,3,1,80,4,3,3,2,2,2,0
721,No,4,2,2,3,1,Y,No,3,1,80,20,4,3,20,7,11,10
722,No,4,3,2,4,1,Y,No,3,4,80,10,2,2,10,7,0,8
723,Yes,2,3,2,3,3,Y,Yes,3,1,80,18,4,3,4,3,1,3
724,No,2,4,2,4,0,Y,No,3,3,80,10,4,2,9,7,1,8
725,No,3,3,3,1,1,Y,No,3,4,80,9,3,3,9,7,0,7
727,No,3,3,3,4,3,Y,No,3,4,80,10,6,3,7,7,7,7
728,No,4,3,2,1,2,Y,No,3,4,80,20,2,3,7,7,1,7
729,No,4,2,3,1,5,Y,Yes,4,3,80,20,2,3,18,13,1,12
730,No,3,4,4,3,3,Y,No,3,3,80,32,3,3,5,1,1,3
731,No,2,2,5,4,3,Y,No,3,2,80,23,2,2,21,6,12,6
732,No,1,3,2,1,8,Y,No,3,4,80,10,1,3,2,2,2,2
733,No,4,3,3,1,1,Y,No,4,3,80,9,4,2,9,7,1,7
734,No,4,2,5,3,1,Y,No,3,2,80,22,3,3,22,7,2,10
738,No,4,3,1,2,7,Y,No,3,4,80,4,2,3,2,2,2,2
741,Yes,1,1,1,2,7,Y,Yes,3,4,80,10,4,3,7,7,3,7
742,No,1,4,3,1,9,Y,No,3,1,80,10,2,3,8,7,0,5
743,No,3,3,3,3,4,Y,Yes,3,4,80,10,4,4,1,0,0,0
744,No,1,1,1,3,2,Y,No,3,3,80,9,5,3,5,2,1,4
746,No,4,3,4,3,9,Y,Yes,3,4,80,28,2,2,22,2,11,13
747,No,3,3,2,4,7,Y,No,4,4,80,10,2,2,8,7,7,7
749,No,3,3,1,3,1,Y,No,3,3,80,1,6,3,1,0,0,0
752,Yes,3,4,1,3,6,Y,Yes,3,4,80,7,2,3,2,2,2,2
754,No,4,2,2,4,3,Y,No,3,3,80,7,5,3,2,2,2,2
757,No,2,3,2,3,3,Y,No,3,4,80,10,2,3,5,1,4,3
758,No,2,3,1,1,1,Y,No,3,4,80,5,2,4,4,3,0,2
760,No,3,4,2,2,9,Y,No,3,3,80,12,3,1,8,3,3,6
762,No,3,3,4,4,7,Y,No,3,3,80,30,1,2,10,7,1,1
763,No,4,2,1,4,0,Y,Yes,4,4,80,5,2,2,4,2,2,3
764,No,4,2,2,1,8,Y,No,3,1,80,9,2,1,7,6,0,7
766,No,4,3,1,2,1,Y,No,3,4,80,2,2,3,2,2,2,2
769,No,4,3,2,4,2,Y,No,3,4,80,19,4,3,2,2,2,2
771,No,4,3,2,1,2,Y,No,3,1,80,16,2,4,1,0,0,0
772,No,1,3,2,4,1,Y,No,3,4,80,10,2,3,10,8,4,7
773,No,4,3,1,3,6,Y,Yes,3,2,80,6,0,1,1,0,0,1
775,No,2,3,2,1,3,Y,No,3,3,80,7,3,3,0,0,0,0
776,No,3,2,4,1,1,Y,No,3,1,80,34,3,4,34,6,1,16
780,Yes,4,3,1,4,1,Y,Yes,3,3,80,10,2,2,10,9,7,8
781,No,3,3,2,4,1,Y,No,4,2,80,6,5,2,6,5,1,4
783,No,2,1,2,3,0,Y,No,3,1,80,9,3,3,8,7,3,1
784,No,1,4,1,3,1,Y,No,3,4,80,2,3,3,2,2,0,2
785,Yes,2,4,2,3,4,Y,Yes,3,4,80,8,2,3,5,4,1,3
786,No,4,3,2,4,1,Y,No,4,3,80,6,5,3,6,5,1,4
787,Yes,4,3,5,1,5,Y,Yes,3,4,80,24,2,3,5,2,1,4
789,No,1,2,3,1,1,Y,No,3,2,80,10,1,3,10,7,0,9
791,No,4,3,1,4,0,Y,No,3,1,80,5,3,3,4,3,1,2
792,No,1,1,1,4,3,Y,No,3,1,80,5,2,3,2,2,2,0
793,No,2,3,2,3,4,Y,No,3,1,80,11,3,2,8,7,1,1
796,Yes,4,2,2,1,6,Y,No,3,3,80,6,2,2,4,3,1,2
797,No,2,4,1,4,2,Y,No,3,3,80,10,2,3,4,2,1,3
799,No,4,3,2,1,9,Y,Yes,3,2,80,9,4,3,5,3,1,4
800,No,3,3,2,4,0,Y,No,3,2,80,5,3,3,4,2,1,1
802,No,4,3,1,1,0,Y,Yes,3,2,80,6,3,2,5,3,4,3
803,No,1,4,2,1,6,Y,Yes,3,4,80,17,2,3,15,7,4,12
804,No,3,2,1,1,1,Y,No,3,3,80,6,3,3,6,5,1,3
805,No,1,3,1,4,1,Y,No,3,2,80,3,1,2,3,2,0,2
806,No,4,1,1,3,3,Y,No,4,3,80,7,2,3,2,2,0,2
807,No,3,4,2,2,1,Y,No,4,4,80,8,2,3,8,7,3,7
808,No,3,3,2,1,5,Y,No,3,2,80,6,1,3,3,2,1,2
809,No,2,3,5,4,1,Y,No,3,2,80,24,4,2,24,7,14,9
811,Yes,3,4,1,1,1,Y,Yes,4,3,80,1,2,3,0,0,0,0
812,No,3,2,1,2,1,Y,No,3,3,80,1,4,3,1,0,0,0
813,No,4,3,2,3,8,Y,No,4,2,80,9,3,3,5,2,1,4
815,No,3,3,4,3,5,Y,No,3,4,80,30,3,3,4,3,0,3
816,Yes,2,2,1,1,1,Y,Yes,3,4,80,1,1,3,1,0,0,0
817,No,3,3,3,3,0,Y,No,3,4,80,14,3,4,13,9,3,7
819,Yes,1,3,2,1,5,Y,No,3,3,80,6,3,3,3,2,0,2
820,No,3,3,4,4,1,Y,Yes,3,3,80,26,3,2,26,14,3,0
823,No,3,3,2,2,0,Y,No,3,1,80,10,2,3,9,7,0,5
824,No,3,4,1,3,1,Y,No,4,3,80,10,3,3,10,7,0,7
825,Yes,4,3,5,2,7,Y,Yes,3,4,80,40,2,3,31,15,13,8
826,No,4,4,1,3,3,Y,No,3,3,80,7,0,3,2,2,2,2
827,No,4,2,2,4,9,Y,Yes,3,4,80,8,4,3,4,3,0,2
828,Yes,3,3,1,3,6,Y,No,3,4,80,5,3,2,2,2,2,1
829,No,3,3,1,2,4,Y,No,3,2,80,8,2,3,5,2,0,4
830,No,3,2,2,3,1,Y,No,3,3,80,14,3,3,14,13,6,8
832,No,1,2,2,3,6,Y,No,3,4,80,10,6,3,1,0,0,0
833,No,3,2,2,4,5,Y,Yes,4,2,80,12,4,2,0,0,0,0
834,No,2,2,1,3,1,Y,No,3,4,80,1,3,3,1,0,0,0
836,No,2,3,2,2,1,Y,No,3,4,80,10,3,2,9,8,7,8
837,No,1,2,2,1,2,Y,No,3,3,80,13,3,2,4,3,1,2
838,No,3,2,1,4,1,Y,No,3,3,80,6,3,3,5,2,1,3
840,Yes,3,3,3,4,1,Y,No,3,1,80,9,3,4,9,8,7,7
842,Yes,3,3,2,4,4,Y,No,3,3,80,12,3,2,9,7,7,3
843,No,2,3,4,1,6,Y,No,4,3,80,22,3,3,4,1,1,0
844,No,3,2,3,4,1,Y,Yes,3,2,80,9,3,3,9,8,0,8
845,No,3,3,3,3,3,Y,No,4,2,80,17,3,4,8,5,1,6
846,No,2,3,2,2,1,Y,Yes,4,1,80,8,2,3,8,7,7,5
847,No,3,3,1,4,0,Y,No,3,3,80,4,1,1,3,2,0,2
848,Yes,3,2,1,3,1,Y,Yes,3,1,80,8,2,3,8,7,1,7
850,No,4,3,1,4,1,Y,No,3,3,80,0,6,2,0,0,0,0
851,No,1,3,4,3,2,Y,No,3,3,80,29,2,2,20,6,4,17
852,No,4,3,2,2,9,Y,No,3,4,80,10,2,2,5,2,2,3
854,No,1,4,1,1,7,Y,No,3,3,80,6,3,2,4,3,0,1
855,No,1,4,2,1,1,Y,No,4,1,80,9,5,3,9,8,0,8
856,No,3,2,1,1,1,Y,No,3,4,80,6,3,2,6,5,1,1
857,No,2,3,2,4,1,Y,Yes,3,4,80,18,1,2,18,14,4,11
859,No,2,3,2,4,2,Y,No,3,3,80,8,3,2,5,2,0,3
861,No,2,2,1,4,9,Y,No,3,2,80,10,3,2,5,4,0,3
862,No,1,2,3,4,7,Y,Yes,3,4,80,35,3,3,5,2,0,4
864,No,4,3,3,1,4,Y,Yes,3,3,80,18,2,3,5,4,0,2
865,No,3,4,2,3,5,Y,No,3,3,80,9,3,2,5,3,1,3
867,No,3,2,4,4,3,Y,No,4,3,80,31,3,3,9,8,0,0
868,No,4,2,2,3,4,Y,No,3,4,80,9,2,3,1,0,0,0
869,No,2,2,1,4,1,Y,No,3,4,80,6,6,3,5,1,0,4
872,No,4,2,2,4,6,Y,No,4,1,80,4,2,1,2,2,2,2
874,No,1,4,1,4,2,Y,Yes,4,3,80,10,2,2,3,2,0,2
875,No,2,3,1,4,5,Y,Yes,3,4,80,8,2,3,2,1,2,2
878,No,1,2,1,1,0,Y,No,4,3,80,6,3,3,5,4,0,3
879,No,3,3,2,1,1,Y,Yes,3,4,80,5,3,3,5,3,0,3
880,No,4,2,3,3,1,Y,Yes,4,2,80,17,2,3,17,14,5,15
881,Yes,4,3,1,2,1,Y,Yes,3,1,80,10,3,2,10,2,7,8
882,No,4,3,1,4,0,Y,No,3,2,80,4,2,3,3,0,0,2
885,No,3,2,2,1,1,Y,No,3,1,80,5,1,4,5,2,0,3
887,No,3,3,1,1,2,Y,No,3,2,80,7,2,3,4,2,0,2
888,No,1,2,1,4,0,Y,No,3,4,80,6,2,2,5,2,3,4
889,No,2,3,2,2,1,Y,No,3,4,80,10,3,3,10,8,5,3
893,No,2,2,1,2,0,Y,No,3,4,80,3,3,3,2,2,1,2
894,No,3,4,2,4,2,Y,Yes,3,2,80,17,1,2,5,3,1,3
895,No,4,3,1,4,3,Y,Yes,3,2,80,8,2,3,6,4,0,2
896,Yes,2,2,1,3,6,Y,Yes,3,3,80,5,3,3,3,2,0,2
897,No,1,3,4,4,5,Y,No,3,3,80,28,3,3,2,0,2,2
899,No,4,2,3,2,3,Y,No,3,1,80,16,2,3,13,10,4,8
900,No,3,3,1,4,5,Y,No,3,2,80,10,3,3,5,4,0,0
901,No,4,3,4,4,6,Y,No,3,3,80,33,0,3,12,9,3,8
902,No,4,3,2,4,4,Y,No,3,2,80,12,2,2,5,2,2,2
903,No,3,3,2,4,0,Y,Yes,4,1,80,8,2,3,7,6,7,7
904,No,1,3,3,2,1,Y,Yes,3,4,80,10,2,3,10,0,0,9
905,No,1,3,4,1,1,Y,No,3,4,80,31,3,3,31,6,14,7
909,No,4,2,2,4,8,Y,No,3,3,80,13,2,3,5,4,0,4
910,No,4,3,1,2,3,Y,Yes,3,3,80,7,4,4,4,3,0,3
911,Yes,1,3,1,4,1,Y,Yes,4,3,80,1,2,1,1,0,0,1
912,No,1,2,1,4,6,Y,No,3,3,80,8,5,3,4,3,0,3
913,No,2,3,1,1,1,Y,Yes,3,4,80,8,0,3,8,7,7,1
916,No,1,3,2,4,1,Y,No,3,2,80,4,3,3,4,2,0,2
918,Yes,4,2,1,4,9,Y,Yes,3,4,80,3,3,2,1,0,0,0
920,No,1,3,2,2,4,Y,No,4,3,80,4,2,4,1,0,0,0
922,Yes,3,2,1,3,1,Y,No,3,4,80,2,3,2,2,2,0,2
923,Yes,4,3,1,4,1,Y,No,3,1,80,1,3,2,1,0,0,0
924,No,3,3,2,4,0,Y,Yes,3,1,80,17,2,2,16,8,4,11
925,No,4,2,1,4,1,Y,Yes,3,1,80,3,3,2,3,2,1,2
926,Yes,2,3,2,3,0,Y,Yes,3,1,80,4,3,4,3,2,0,2
927,Yes,2,1,1,4,4,Y,Yes,3,3,80,10,1,2,7,7,1,0
930,No,3,3,1,3,5,Y,No,3,2,80,6,2,3,2,2,2,2
932,Yes,4,3,1,1,7,Y,Yes,4,4,80,8,2,1,2,2,2,2
933,No,2,3,1,3,1,Y,No,3,3,80,1,2,3,1,1,0,0
934,No,2,3,1,2,1,Y,No,3,2,80,1,3,3,1,0,1,0
936,No,3,2,2,3,7,Y,No,3,1,80,10,6,3,5,4,0,3
939,No,3,2,1,1,3,Y,Yes,3,2,80,6,1,3,3,2,0,2
940,No,3,2,3,2,2,Y,Yes,3,4,80,24,3,3,6,0,0,4
941,No,2,2,1,3,3,Y,No,3,2,80,13,2,4,7,7,5,2
942,No,4,3,2,4,1,Y,Yes,4,4,80,10,2,1,10,6,0,7
944,No,1,3,3,2,4,Y,No,3,3,80,29,3,2,26,9,1,7
945,No,4,3,1,3,4,Y,No,3,1,80,13,2,2,0,0,0,0
947,No,4,3,2,3,1,Y,No,3,4,80,9,2,2,9,8,0,0
949,No,2,3,1,4,2,Y,No,3,3,80,8,6,3,6,2,0,1
950,No,4,3,3,1,1,Y,No,3,2,80,15,3,3,15,12,5,11
951,No,3,2,1,2,6,Y,No,4,3,80,5,3,3,3,0,0,2
952,Yes,3,2,1,2,1,Y,Yes,3,3,80,1,2,3,1,0,0,0
954,No,1,2,3,2,2,Y,No,3,2,80,11,2,2,1,0,0,0
956,No,3,2,2,1,1,Y,No,3,2,80,7,2,3,7,7,0,7
957,No,4,3,1,1,2,Y,Yes,3,3,80,20,3,3,18,13,2,17
958,No,3,3,1,3,4,Y,No,4,3,80,16,6,3,11,8,3,9
959,Yes,4,2,1,2,1,Y,Yes,3,2,80,1,3,4,1,0,0,0
960,Yes,1,3,1,1,1,Y,No,3,2,80,1,2,3,1,0,0,0
961,No,4,3,2,4,0,Y,Yes,3,3,80,10,2,1,9,7,8,5
